,variable,value
932,MonthlyCharges,33.6
933,MonthlyCharges,83.25
934,MonthlyCharges,79.05
935,MonthlyCharges,108.05
936,MonthlyCharges,19.9
937,MonthlyCharges,21.05
938,MonthlyCharges,30.15
939,MonthlyCharges,79.85
940,MonthlyCharges,65.5
941,MonthlyCharges,104.1
942,MonthlyCharges,74.4
943,MonthlyCharges,20.5
944,MonthlyCharges,91.35
945,MonthlyCharges,99.05
946,MonthlyCharges,20.5
947,MonthlyCharges,44.95
948,MonthlyCharges,75.6
949,MonthlyCharges,55.1
950,MonthlyCharges,58.95
951,MonthlyCharges,95.1
952,MonthlyCharges,44.7
953,MonthlyCharges,25.45
954,MonthlyCharges,56.75
955,MonthlyCharges,81.75
956,MonthlyCharges,86.1
957,MonthlyCharges,29.8
958,MonthlyCharges,20.5
959,MonthlyCharges,60.9
960,MonthlyCharges,73.25
961,MonthlyCharges,45.7
962,MonthlyCharges,100.3
963,MonthlyCharges,19.25
964,MonthlyCharges,20.85
965,MonthlyCharges,77.35
966,MonthlyCharges,96.0
967,MonthlyCharges,90.55
968,MonthlyCharges,93.85
969,MonthlyCharges,70.1
970,MonthlyCharges,30.35
971,MonthlyCharges,75.95
972,MonthlyCharges,108.05
973,MonthlyCharges,69.9
974,MonthlyCharges,75.25
975,MonthlyCharges,103.75
976,MonthlyCharges,54.95
977,MonthlyCharges,19.5
978,MonthlyCharges,19.6
979,MonthlyCharges,47.85
980,MonthlyCharges,86.6
981,MonthlyCharges,23.75
982,MonthlyCharges,80.6
983,MonthlyCharges,43.8
984,MonthlyCharges,19.75
985,MonthlyCharges,19.15
986,MonthlyCharges,19.6
987,MonthlyCharges,80.3
988,MonthlyCharges,24.35
989,MonthlyCharges,25.25
990,MonthlyCharges,26.1
991,MonthlyCharges,20.0
992,MonthlyCharges,85.3
993,MonthlyCharges,70.0
994,MonthlyCharges,94.3
995,MonthlyCharges,20.7
996,MonthlyCharges,70.3
997,MonthlyCharges,95.35
998,MonthlyCharges,75.5
999,MonthlyCharges,69.55
1000,MonthlyCharges,19.85
1001,MonthlyCharges,20.0
1002,MonthlyCharges,95.85
1003,MonthlyCharges,90.1
1004,MonthlyCharges,68.95
1005,MonthlyCharges,99.55
1006,MonthlyCharges,20.75
1007,MonthlyCharges,50.15
1008,MonthlyCharges,58.65
1009,MonthlyCharges,95.9
1010,MonthlyCharges,49.5
1011,MonthlyCharges,57.45
1012,MonthlyCharges,53.65
1013,MonthlyCharges,80.1
1014,MonthlyCharges,24.4
1015,MonthlyCharges,40.05
1016,MonthlyCharges,19.5
1017,MonthlyCharges,51.05
1018,MonthlyCharges,54.35
1019,MonthlyCharges,84.7
1020,MonthlyCharges,86.1
1021,MonthlyCharges,70.35
1022,MonthlyCharges,110.0
1023,MonthlyCharges,100.6
1024,MonthlyCharges,94.9
1025,MonthlyCharges,83.75
1026,MonthlyCharges,88.3
1027,MonthlyCharges,69.75
1028,MonthlyCharges,71.6
1029,MonthlyCharges,92.1
1030,MonthlyCharges,23.65
1031,MonthlyCharges,81.85
1032,MonthlyCharges,25.1
1033,MonthlyCharges,114.7
1034,MonthlyCharges,49.15
1035,MonthlyCharges,80.9
1036,MonthlyCharges,79.45
1037,MonthlyCharges,90.45
1038,MonthlyCharges,19.3
1039,MonthlyCharges,70.2
1040,MonthlyCharges,69.75
1041,MonthlyCharges,54.25
1042,MonthlyCharges,99.3
1043,MonthlyCharges,74.0
1044,MonthlyCharges,50.25
1045,MonthlyCharges,19.8
1046,MonthlyCharges,19.65
1047,MonthlyCharges,43.65
1048,MonthlyCharges,35.5
1049,MonthlyCharges,80.75
1050,MonthlyCharges,39.5
1051,MonthlyCharges,97.1
1052,MonthlyCharges,19.55
1053,MonthlyCharges,80.0
1054,MonthlyCharges,84.7
1055,MonthlyCharges,89.55
1056,MonthlyCharges,90.6
1057,MonthlyCharges,20.05
1058,MonthlyCharges,112.4
1059,MonthlyCharges,50.2
1060,MonthlyCharges,62.25
1061,MonthlyCharges,55.7
1062,MonthlyCharges,90.05
1063,MonthlyCharges,19.65
1064,MonthlyCharges,89.25
1065,MonthlyCharges,99.05
1066,MonthlyCharges,54.0
1067,MonthlyCharges,69.75
1068,MonthlyCharges,49.05
1069,MonthlyCharges,56.75
1070,MonthlyCharges,98.05
1071,MonthlyCharges,21.1
1072,MonthlyCharges,96.65
1073,MonthlyCharges,24.5
1074,MonthlyCharges,114.5
1075,MonthlyCharges,79.2
1076,MonthlyCharges,69.55
1077,MonthlyCharges,20.05
1078,MonthlyCharges,98.85
1079,MonthlyCharges,80.95
1080,MonthlyCharges,19.6
1081,MonthlyCharges,74.3
1082,MonthlyCharges,89.7
1083,MonthlyCharges,87.65
1084,MonthlyCharges,100.45
1085,MonthlyCharges,74.75
1086,MonthlyCharges,107.45
1087,MonthlyCharges,75.35
1088,MonthlyCharges,64.95
1089,MonthlyCharges,100.45
1090,MonthlyCharges,68.5
1091,MonthlyCharges,80.55
1092,MonthlyCharges,81.25
1093,MonthlyCharges,90.4
1094,MonthlyCharges,89.55
1095,MonthlyCharges,55.7
1096,MonthlyCharges,24.8
1097,MonthlyCharges,20.0
1098,MonthlyCharges,56.15
1099,MonthlyCharges,105.2
1100,MonthlyCharges,19.55
1101,MonthlyCharges,79.75
1102,MonthlyCharges,97.45
1103,MonthlyCharges,24.25
1104,MonthlyCharges,24.6
1105,MonthlyCharges,50.15
1106,MonthlyCharges,39.6
1107,MonthlyCharges,94.4
1108,MonthlyCharges,89.85
1109,MonthlyCharges,78.95
1110,MonthlyCharges,98.85
1111,MonthlyCharges,53.85
1112,MonthlyCharges,24.25
1113,MonthlyCharges,89.45
1114,MonthlyCharges,105.25
1115,MonthlyCharges,59.5
1116,MonthlyCharges,70.55
1117,MonthlyCharges,82.5
1118,MonthlyCharges,44.85
1119,MonthlyCharges,61.6
1120,MonthlyCharges,49.05
1121,MonthlyCharges,105.65
1122,MonthlyCharges,74.65
1123,MonthlyCharges,66.25
1124,MonthlyCharges,19.4
1125,MonthlyCharges,86.05
1126,MonthlyCharges,19.15
1127,MonthlyCharges,64.7
1128,MonthlyCharges,104.05
1129,MonthlyCharges,19.25
1130,MonthlyCharges,81.95
1131,MonthlyCharges,114.65
1132,MonthlyCharges,20.0
1133,MonthlyCharges,19.8
1134,MonthlyCharges,65.15
1135,MonthlyCharges,19.65
1136,MonthlyCharges,88.95
1137,MonthlyCharges,20.2
1138,MonthlyCharges,75.2
1139,MonthlyCharges,56.8
1140,MonthlyCharges,35.55
1141,MonthlyCharges,75.5
1142,MonthlyCharges,35.6
1143,MonthlyCharges,60.25
1144,MonthlyCharges,95.15
1145,MonthlyCharges,96.65
1146,MonthlyCharges,40.35
1147,MonthlyCharges,18.85
1148,MonthlyCharges,54.85
1149,MonthlyCharges,64.3
1150,MonthlyCharges,24.65
1151,MonthlyCharges,76.1
1152,MonthlyCharges,18.7
1153,MonthlyCharges,97.95
1154,MonthlyCharges,94.1
1155,MonthlyCharges,80.4
1156,MonthlyCharges,95.1
1157,MonthlyCharges,31.35
1158,MonthlyCharges,72.35
1159,MonthlyCharges,89.75
1160,MonthlyCharges,82.7
1161,MonthlyCharges,19.9
1162,MonthlyCharges,53.8
1163,MonthlyCharges,51.55
1164,MonthlyCharges,19.65
1165,MonthlyCharges,44.05
1166,MonthlyCharges,114.0
1167,MonthlyCharges,94.4
1168,MonthlyCharges,100.4
1169,MonthlyCharges,19.85
1170,MonthlyCharges,54.25
1171,MonthlyCharges,80.0
1172,MonthlyCharges,109.9
1173,MonthlyCharges,79.2
1174,MonthlyCharges,101.35
1175,MonthlyCharges,94.3
1176,MonthlyCharges,49.8
1177,MonthlyCharges,60.05
1178,MonthlyCharges,53.75
1179,MonthlyCharges,93.45
1180,MonthlyCharges,87.9
1181,MonthlyCharges,60.15
1182,MonthlyCharges,61.05
1183,MonthlyCharges,104.05
1184,MonthlyCharges,99.25
1185,MonthlyCharges,85.7
1186,MonthlyCharges,104.85
1187,MonthlyCharges,69.15
1188,MonthlyCharges,90.45
1189,MonthlyCharges,74.45
1190,MonthlyCharges,50.45
1191,MonthlyCharges,60.0
1192,MonthlyCharges,85.25
1193,MonthlyCharges,19.45
1194,MonthlyCharges,20.75
1195,MonthlyCharges,78.9
1196,MonthlyCharges,104.5
1197,MonthlyCharges,49.4
1198,MonthlyCharges,94.25
1199,MonthlyCharges,25.0
1200,MonthlyCharges,25.55
1201,MonthlyCharges,74.9
1202,MonthlyCharges,70.15
1203,MonthlyCharges,69.4
1204,MonthlyCharges,80.25
1205,MonthlyCharges,93.15
1206,MonthlyCharges,69.0
1207,MonthlyCharges,66.35
1208,MonthlyCharges,69.55
1209,MonthlyCharges,20.2
1210,MonthlyCharges,86.0
1211,MonthlyCharges,80.3
1212,MonthlyCharges,20.4
1213,MonthlyCharges,23.75
1214,MonthlyCharges,90.55
1215,MonthlyCharges,70.45
1216,MonthlyCharges,65.75
1217,MonthlyCharges,24.6
1218,MonthlyCharges,69.25
1219,MonthlyCharges,75.9
1220,MonthlyCharges,45.85
1221,MonthlyCharges,49.95
1222,MonthlyCharges,24.65
1223,MonthlyCharges,90.4
1224,MonthlyCharges,100.85
1225,MonthlyCharges,75.35
1226,MonthlyCharges,87.2
1227,MonthlyCharges,64.4
1228,MonthlyCharges,78.3
1229,MonthlyCharges,24.7
1230,MonthlyCharges,105.85
1231,MonthlyCharges,98.3
1232,MonthlyCharges,76.95
1233,MonthlyCharges,19.45
1234,MonthlyCharges,96.15
1235,MonthlyCharges,58.7
1236,MonthlyCharges,20.15
1237,MonthlyCharges,64.5
1238,MonthlyCharges,28.5
1239,MonthlyCharges,45.3
1240,MonthlyCharges,19.4
1241,MonthlyCharges,90.45
1242,MonthlyCharges,105.15
1243,MonthlyCharges,83.15
1244,MonthlyCharges,90.15
1245,MonthlyCharges,45.05
1246,MonthlyCharges,103.2
1247,MonthlyCharges,75.8
1248,MonthlyCharges,19.45
1249,MonthlyCharges,79.3
1250,MonthlyCharges,88.8
1251,MonthlyCharges,30.9
1252,MonthlyCharges,85.9
1253,MonthlyCharges,34.2
1254,MonthlyCharges,20.15
1255,MonthlyCharges,95.25
1256,MonthlyCharges,50.3
1257,MonthlyCharges,80.15
1258,MonthlyCharges,51.25
1259,MonthlyCharges,89.6
1260,MonthlyCharges,95.2
1261,MonthlyCharges,94.8
1262,MonthlyCharges,80.25
1263,MonthlyCharges,76.1
1264,MonthlyCharges,110.15
1265,MonthlyCharges,115.55
1266,MonthlyCharges,24.65
1267,MonthlyCharges,53.6
1268,MonthlyCharges,19.45
1269,MonthlyCharges,88.2
1270,MonthlyCharges,101.15
1271,MonthlyCharges,56.8
1272,MonthlyCharges,99.4
1273,MonthlyCharges,20.1
1274,MonthlyCharges,60.7
1275,MonthlyCharges,20.95
1276,MonthlyCharges,114.85
1277,MonthlyCharges,19.25
1278,MonthlyCharges,62.8
1279,MonthlyCharges,105.5
1280,MonthlyCharges,19.85
1281,MonthlyCharges,89.5
1282,MonthlyCharges,74.1
1283,MonthlyCharges,107.5
1284,MonthlyCharges,19.55
1285,MonthlyCharges,68.8
1286,MonthlyCharges,84.45
1287,MonthlyCharges,75.0
1288,MonthlyCharges,84.5
1289,MonthlyCharges,111.2
1290,MonthlyCharges,44.75
1291,MonthlyCharges,80.6
1292,MonthlyCharges,80.7
1293,MonthlyCharges,75.6
1294,MonthlyCharges,57.6
1295,MonthlyCharges,44.05
1296,MonthlyCharges,110.6
1297,MonthlyCharges,58.2
1298,MonthlyCharges,81.0
1299,MonthlyCharges,19.7
1300,MonthlyCharges,85.6
1301,MonthlyCharges,59.55
1302,MonthlyCharges,115.55
1303,MonthlyCharges,75.55
1304,MonthlyCharges,86.6
1305,MonthlyCharges,85.2
1306,MonthlyCharges,97.65
1307,MonthlyCharges,45.1
1308,MonthlyCharges,70.95
1309,MonthlyCharges,109.55
1310,MonthlyCharges,89.55
1311,MonthlyCharges,20.9
1312,MonthlyCharges,19.95
1313,MonthlyCharges,24.6
1314,MonthlyCharges,66.7
1315,MonthlyCharges,19.45
1316,MonthlyCharges,94.8
1317,MonthlyCharges,65.85
1318,MonthlyCharges,19.95
1319,MonthlyCharges,24.65
1320,MonthlyCharges,20.35
1321,MonthlyCharges,69.25
1322,MonthlyCharges,51.25
1323,MonthlyCharges,99.5
1324,MonthlyCharges,54.25
1325,MonthlyCharges,19.4
1326,MonthlyCharges,56.25
1327,MonthlyCharges,25.15
1328,MonthlyCharges,23.95
1329,MonthlyCharges,35.4
1330,MonthlyCharges,25.2
1331,MonthlyCharges,45.0
1332,MonthlyCharges,75.35
1333,MonthlyCharges,20.4
1334,MonthlyCharges,20.15
1335,MonthlyCharges,105.0
1336,MonthlyCharges,54.7
1337,MonthlyCharges,20.0
1338,MonthlyCharges,73.05
1339,MonthlyCharges,20.5
1340,MonthlyCharges,100.75
1341,MonthlyCharges,87.25
1342,MonthlyCharges,19.95
1343,MonthlyCharges,79.95
1344,MonthlyCharges,49.65
1345,MonthlyCharges,65.65
1346,MonthlyCharges,20.45
1347,MonthlyCharges,60.95
1348,MonthlyCharges,20.35
1349,MonthlyCharges,88.35
1350,MonthlyCharges,19.5
1351,MonthlyCharges,75.2
1352,MonthlyCharges,111.45
1353,MonthlyCharges,70.15
1354,MonthlyCharges,94.75
1355,MonthlyCharges,95.05
1356,MonthlyCharges,78.45
1357,MonthlyCharges,70.2
1358,MonthlyCharges,92.0
1359,MonthlyCharges,85.5
1360,MonthlyCharges,41.05
1361,MonthlyCharges,85.6
1362,MonthlyCharges,82.15
1363,MonthlyCharges,84.4
1364,MonthlyCharges,60.9
1365,MonthlyCharges,20.25
1366,MonthlyCharges,79.2
1367,MonthlyCharges,95.3
1368,MonthlyCharges,19.85
1369,MonthlyCharges,84.35
1370,MonthlyCharges,19.85
1371,MonthlyCharges,70.0
1372,MonthlyCharges,82.3
1373,MonthlyCharges,66.8
1374,MonthlyCharges,44.6
1375,MonthlyCharges,98.45
1376,MonthlyCharges,70.7
1377,MonthlyCharges,24.95
1378,MonthlyCharges,49.95
1379,MonthlyCharges,69.25
1380,MonthlyCharges,102.5
1381,MonthlyCharges,86.55
1382,MonthlyCharges,24.3
1383,MonthlyCharges,58.35
1384,MonthlyCharges,94.25
1385,MonthlyCharges,68.75
1386,MonthlyCharges,85.8
1387,MonthlyCharges,20.1
1388,MonthlyCharges,20.35
1389,MonthlyCharges,110.8
1390,MonthlyCharges,73.0
1391,MonthlyCharges,100.05
1392,MonthlyCharges,82.85
1393,MonthlyCharges,84.35
1394,MonthlyCharges,19.55
1395,MonthlyCharges,19.95
1396,MonthlyCharges,99.8
1397,MonthlyCharges,35.0
1398,MonthlyCharges,66.25
1399,MonthlyCharges,23.3
1400,MonthlyCharges,76.0
1401,MonthlyCharges,25.3
1402,MonthlyCharges,44.55
1403,MonthlyCharges,104.1
1404,MonthlyCharges,92.55
1405,MonthlyCharges,93.85
1406,MonthlyCharges,101.45
1407,MonthlyCharges,84.3
1408,MonthlyCharges,94.55
1409,MonthlyCharges,95.5
1410,MonthlyCharges,100.3
1411,MonthlyCharges,55.5
1412,MonthlyCharges,49.85
1413,MonthlyCharges,89.55
1414,MonthlyCharges,19.15
1415,MonthlyCharges,99.8
1416,MonthlyCharges,84.4
1417,MonthlyCharges,113.05
1418,MonthlyCharges,101.1
1419,MonthlyCharges,19.95
1420,MonthlyCharges,74.15
1421,MonthlyCharges,92.0
1422,MonthlyCharges,73.85
1423,MonthlyCharges,50.45
1424,MonthlyCharges,24.45
1425,MonthlyCharges,24.8
1426,MonthlyCharges,64.85
1427,MonthlyCharges,20.75
1428,MonthlyCharges,68.95
1429,MonthlyCharges,99.95
1430,MonthlyCharges,109.4
1431,MonthlyCharges,91.4
1432,MonthlyCharges,49.0
1433,MonthlyCharges,50.25
1434,MonthlyCharges,75.55
1435,MonthlyCharges,19.9
1436,MonthlyCharges,97.8
1437,MonthlyCharges,100.3
1438,MonthlyCharges,55.8
1439,MonthlyCharges,111.15
1440,MonthlyCharges,98.55
1441,MonthlyCharges,50.05
1442,MonthlyCharges,80.8
1443,MonthlyCharges,20.85
1444,MonthlyCharges,19.5
1445,MonthlyCharges,19.35
1446,MonthlyCharges,69.5
1447,MonthlyCharges,48.8
1448,MonthlyCharges,94.5
1449,MonthlyCharges,20.65
1450,MonthlyCharges,106.05
1451,MonthlyCharges,100.0
1452,MonthlyCharges,108.3
1453,MonthlyCharges,20.55
1454,MonthlyCharges,99.65
1455,MonthlyCharges,85.3
1456,MonthlyCharges,95.9
1457,MonthlyCharges,20.0
1458,MonthlyCharges,70.4
1459,MonthlyCharges,64.95
1460,MonthlyCharges,74.6
1461,MonthlyCharges,49.2
1462,MonthlyCharges,73.75
1463,MonthlyCharges,92.3
1464,MonthlyCharges,98.8
1465,MonthlyCharges,19.2
1466,MonthlyCharges,88.65
1467,MonthlyCharges,74.4
1468,MonthlyCharges,98.75
1469,MonthlyCharges,95.95
1470,MonthlyCharges,105.4
1471,MonthlyCharges,20.25
1472,MonthlyCharges,106.0
1473,MonthlyCharges,104.7
1474,MonthlyCharges,49.05
1475,MonthlyCharges,35.55
1476,MonthlyCharges,65.1
1477,MonthlyCharges,96.85
1478,MonthlyCharges,69.75
1479,MonthlyCharges,99.2
1480,MonthlyCharges,96.7
1481,MonthlyCharges,55.05
1482,MonthlyCharges,106.8
1483,MonthlyCharges,51.25
1484,MonthlyCharges,57.75
1485,MonthlyCharges,70.85
1486,MonthlyCharges,19.55
1487,MonthlyCharges,88.2
1488,MonthlyCharges,79.5
1489,MonthlyCharges,19.75
1490,MonthlyCharges,98.15
1491,MonthlyCharges,20.25
1492,MonthlyCharges,79.15
1493,MonthlyCharges,75.65
1494,MonthlyCharges,94.25
1495,MonthlyCharges,40.2
1496,MonthlyCharges,19.95
1497,MonthlyCharges,55.35
1498,MonthlyCharges,102.15
1499,MonthlyCharges,71.1
1500,MonthlyCharges,74.7
1501,MonthlyCharges,54.1
1502,MonthlyCharges,19.65
1503,MonthlyCharges,88.45
1504,MonthlyCharges,76.65
1505,MonthlyCharges,80.4
1506,MonthlyCharges,19.25
1507,MonthlyCharges,84.8
1508,MonthlyCharges,25.8
1509,MonthlyCharges,19.5
1510,MonthlyCharges,68.6
1511,MonthlyCharges,92.6
1512,MonthlyCharges,100.55
1513,MonthlyCharges,20.55
1514,MonthlyCharges,42.6
1515,MonthlyCharges,19.6
1516,MonthlyCharges,67.45
1517,MonthlyCharges,68.85
1518,MonthlyCharges,43.55
1519,MonthlyCharges,109.85
1520,MonthlyCharges,20.65
1521,MonthlyCharges,95.4
1522,MonthlyCharges,21.0
1523,MonthlyCharges,56.2
1524,MonthlyCharges,18.4
1525,MonthlyCharges,90.0
1526,MonthlyCharges,25.75
1527,MonthlyCharges,19.6
1528,MonthlyCharges,75.35
1529,MonthlyCharges,19.8
1530,MonthlyCharges,64.2
1531,MonthlyCharges,75.75
1532,MonthlyCharges,78.95
1533,MonthlyCharges,100.85
1534,MonthlyCharges,50.3
1535,MonthlyCharges,80.3
1536,MonthlyCharges,19.85
1537,MonthlyCharges,21.1
1538,MonthlyCharges,69.95
1539,MonthlyCharges,50.0
1540,MonthlyCharges,104.75
1541,MonthlyCharges,19.85
1542,MonthlyCharges,107.5
1543,MonthlyCharges,85.9
1544,MonthlyCharges,45.85
1545,MonthlyCharges,80.8
1546,MonthlyCharges,25.25
1547,MonthlyCharges,80.55
1548,MonthlyCharges,81.5
1549,MonthlyCharges,20.9
1550,MonthlyCharges,106.1
1551,MonthlyCharges,91.7
1552,MonthlyCharges,67.25
1553,MonthlyCharges,95.6
1554,MonthlyCharges,20.35
1555,MonthlyCharges,45.05
1556,MonthlyCharges,74.95
1557,MonthlyCharges,34.65
1558,MonthlyCharges,69.35
1559,MonthlyCharges,95.35
1560,MonthlyCharges,81.55
1561,MonthlyCharges,75.4
1562,MonthlyCharges,67.8
1563,MonthlyCharges,111.4
1564,MonthlyCharges,46.3
1565,MonthlyCharges,20.4
1566,MonthlyCharges,20.05
1567,MonthlyCharges,45.0
1568,MonthlyCharges,96.1
1569,MonthlyCharges,19.65
1570,MonthlyCharges,99.5
1571,MonthlyCharges,60.65
1572,MonthlyCharges,98.6
1573,MonthlyCharges,59.5
1574,MonthlyCharges,80.45
1575,MonthlyCharges,71.7
1576,MonthlyCharges,36.0
1577,MonthlyCharges,65.2
1578,MonthlyCharges,48.95
1579,MonthlyCharges,53.5
1580,MonthlyCharges,80.45
1581,MonthlyCharges,109.05
1582,MonthlyCharges,26.3
1583,MonthlyCharges,106.8
1584,MonthlyCharges,64.95
1585,MonthlyCharges,19.35
1586,MonthlyCharges,21.1
1587,MonthlyCharges,77.95
1588,MonthlyCharges,18.85
1589,MonthlyCharges,26.0
1590,MonthlyCharges,74.7
1591,MonthlyCharges,70.35
1592,MonthlyCharges,96.9
1593,MonthlyCharges,19.55
1594,MonthlyCharges,80.4
1595,MonthlyCharges,88.8
1596,MonthlyCharges,94.65
1597,MonthlyCharges,90.25
1598,MonthlyCharges,64.65
1599,MonthlyCharges,95.75
1600,MonthlyCharges,19.55
1601,MonthlyCharges,104.1
1602,MonthlyCharges,89.05
1603,MonthlyCharges,20.1
1604,MonthlyCharges,111.55
1605,MonthlyCharges,60.5
1606,MonthlyCharges,90.95
1607,MonthlyCharges,87.4
1608,MonthlyCharges,19.7
1609,MonthlyCharges,50.95
1610,MonthlyCharges,20.05
1611,MonthlyCharges,19.4
1612,MonthlyCharges,59.45
1613,MonthlyCharges,94.75
1614,MonthlyCharges,81.5
1615,MonthlyCharges,29.05
1616,MonthlyCharges,86.45
1617,MonthlyCharges,70.6
1618,MonthlyCharges,97.2
1619,MonthlyCharges,98.25
1620,MonthlyCharges,75.75
1621,MonthlyCharges,59.2
1622,MonthlyCharges,75.9
1623,MonthlyCharges,90.05
1624,MonthlyCharges,70.95
1625,MonthlyCharges,102.6
1626,MonthlyCharges,85.35
1627,MonthlyCharges,106.1
1628,MonthlyCharges,43.8
1629,MonthlyCharges,59.0
1630,MonthlyCharges,69.95
1631,MonthlyCharges,24.35
1632,MonthlyCharges,29.45
1633,MonthlyCharges,84.4
1634,MonthlyCharges,45.05
1635,MonthlyCharges,20.65
1636,MonthlyCharges,87.1
1637,MonthlyCharges,19.85
1638,MonthlyCharges,90.35
1639,MonthlyCharges,109.8
1640,MonthlyCharges,84.65
1641,MonthlyCharges,65.5
1642,MonthlyCharges,79.5
1643,MonthlyCharges,80.95
1644,MonthlyCharges,56.15
1645,MonthlyCharges,85.8
1646,MonthlyCharges,79.1
1647,MonthlyCharges,34.4
1648,MonthlyCharges,20.75
1649,MonthlyCharges,18.8
1650,MonthlyCharges,44.3
1651,MonthlyCharges,90.8
1652,MonthlyCharges,25.6
1653,MonthlyCharges,105.95
1654,MonthlyCharges,70.8
1655,MonthlyCharges,25.4
1656,MonthlyCharges,108.8
1657,MonthlyCharges,69.75
1658,MonthlyCharges,94.65
1659,MonthlyCharges,96.05
1660,MonthlyCharges,76.85
1661,MonthlyCharges,20.25
1662,MonthlyCharges,24.8
1663,MonthlyCharges,115.65
1664,MonthlyCharges,74.6
1665,MonthlyCharges,50.15
1666,MonthlyCharges,103.15
1667,MonthlyCharges,72.1
1668,MonthlyCharges,113.6
1669,MonthlyCharges,25.1
1670,MonthlyCharges,78.9
1671,MonthlyCharges,80.15
1672,MonthlyCharges,25.4
1673,MonthlyCharges,105.4
1674,MonthlyCharges,45.75
1675,MonthlyCharges,24.45
1676,MonthlyCharges,25.0
1677,MonthlyCharges,85.25
1678,MonthlyCharges,19.6
1679,MonthlyCharges,50.15
1680,MonthlyCharges,70.55
1681,MonthlyCharges,60.05
1682,MonthlyCharges,26.4
1683,MonthlyCharges,20.15
1684,MonthlyCharges,58.85
1685,MonthlyCharges,97.55
1686,MonthlyCharges,19.65
1687,MonthlyCharges,25.25
1688,MonthlyCharges,114.45
1689,MonthlyCharges,34.7
1690,MonthlyCharges,70.7
1691,MonthlyCharges,85.3
1692,MonthlyCharges,75.55
1693,MonthlyCharges,84.8
1694,MonthlyCharges,20.65
1695,MonthlyCharges,20.45
1696,MonthlyCharges,102.45
1697,MonthlyCharges,104.4
1698,MonthlyCharges,35.65
1699,MonthlyCharges,99.75
1700,MonthlyCharges,90.45
1701,MonthlyCharges,97.65
1702,MonthlyCharges,73.85
1703,MonthlyCharges,74.4
1704,MonthlyCharges,69.1
1705,MonthlyCharges,82.75
1706,MonthlyCharges,24.4
1707,MonthlyCharges,55.25
1708,MonthlyCharges,61.35
1709,MonthlyCharges,76.75
1710,MonthlyCharges,19.4
1711,MonthlyCharges,54.75
1712,MonthlyCharges,19.7
1713,MonthlyCharges,19.9
1714,MonthlyCharges,107.95
1715,MonthlyCharges,83.8
1716,MonthlyCharges,74.25
1717,MonthlyCharges,56.4
1718,MonthlyCharges,20.1
1719,MonthlyCharges,94.9
1720,MonthlyCharges,94.2
1721,MonthlyCharges,49.9
1722,MonthlyCharges,71.05
1723,MonthlyCharges,81.65
1724,MonthlyCharges,89.45
1725,MonthlyCharges,59.85
1726,MonthlyCharges,69.6
1727,MonthlyCharges,99.0
1728,MonthlyCharges,19.05
1729,MonthlyCharges,45.4
1730,MonthlyCharges,114.45
